Date,Unnamed: 0,compound,negative,neutral,positive,likes,retweets,Start,Open,High,Low,Close,Volume,Market Cap,order_number,risk_of_PAD
2016-10-30,19,1,0.0,0.86925,0.1307499999999999,2.0,0.75,2016-10-29,0.0247006,0.0290454,0.0247006,0.0251462,2072.4599303135888,155405.9936965613,10,0
2016-10-31,20,0,0.0,1.0,0.0,0.0,0.0,2016-10-30,0.0251294,0.0279232,0.0244881,0.027184,1068.451388888889,154986.51425083994,10,0
2016-11-01,21,1,0.0225,0.8305,0.147,1.75,1.0,2016-10-31,0.0271749,0.0279366,0.0236397,0.0247702,771.2326388888889,156982.003639751,10,0
2016-11-03,22,0,0.0,1.0,0.0,1.0,2.0,2016-11-02,0.026426,0.0264485,0.0246018,0.0250229,754.7326388888889,150608.015591303,10,0
2016-11-04,23,1,0.0,0.8390000000000001,0.161,2.571428571428572,2.7142857142857144,2016-11-03,0.0251495,0.0253116,0.0224401,0.0228102,648.8576388888889,144887.42375374178,10,0
2016-11-05,24,1,0.0,0.8845000000000001,0.1155,2.5,1.0,2016-11-04,0.0228,0.0239162,0.0223806,0.0231115,797.184668989547,136848.3022201764,10,0
2016-11-06,25,1,0.0,0.7235,0.2764999999999999,1.5,1.0,2016-11-05,0.0231137,0.0250985,0.0227634,0.0243245,611.9201388888889,142555.83776656125,10,0
2016-11-07,26,0,0.0,1.0,0.0,0.0,1.0,2016-11-06,0.0243214,0.0251613,0.0241585,0.0248028,487.6847826086956,147808.50897956322,10,0
2016-11-09,27,0,0.0,0.916,0.084,1.6666666666666667,0.6666666666666666,2016-11-08,0.0231328,0.0246724,0.0228893,0.0238372,1436.780487804878,139963.7559118429,10,0
2016-11-10,28,0,0.0,1.0,0.0,0.0,0.0,2016-11-09,0.0238304,0.0244772,0.0225164,0.0236297,483.375,140908.69677004806,10,0
2016-11-11,29,1,0.0,0.8552,0.1448,1.8,1.0,2016-11-10,0.02363,0.0244387,0.0217434,0.0226116,808.4826388888889,131282.98652812166,10,0
2016-11-14,30,0,0.0,1.0,0.0,1.0,0.0,2016-11-13,0.022134,0.0236385,0.0215907,0.0219584,592.9756944444445,132686.2405919061,10,0
2016-11-15,31,0,0.0,1.0,0.0,0.0,1.0,2016-11-14,0.0219566,0.0223703,0.0206665,0.0215109,769.2777777777778,130010.70455299458,10,0
2016-11-16,32,1,0.0,0.7919999999999999,0.208,2.6666666666666665,1.6666666666666667,2016-11-15,0.0217594,0.0221143,0.0206443,0.0213905,719.8466898954704,128971.8076778427,10,0
2016-11-17,33,0,0.0485,0.7785,0.173,1.25,1.25,2016-11-16,0.0213962,0.0218949,0.020333,0.0212762,699.6354166666666,128101.3711930896,10,0
2016-11-18,34,1,0.0,0.756,0.244,3.0,2.0,2016-11-17,0.0212749,0.0220408,0.0200257,0.0203474,881.3159722222222,125768.94078422152,10,0
2016-11-19,35,1,0.0,0.7428,0.2572,1.2,0.8,2016-11-18,0.020338,0.0286541,0.0202148,0.0215082,1317.425087108014,135966.20259327866,10,0
2016-11-21,36,1,0.0065555555555555,0.7405555555555555,0.2528888888888889,1.3333333333333333,1.1111111111111112,2016-11-20,0.0210806,0.0212949,0.0195036,0.0195543,382.60069444444446,123786.10023004322,10,0
2016-11-23,37,1,0.0,0.739,0.261,5.0,3.0,2016-11-22,0.0203109,0.0214195,0.0196277,0.02014,570.4355400696865,124623.6319662648,10,0
2016-11-24,38,0,0.0,1.0,0.0,0.5,0.0,2016-11-23,0.0201406,0.0205673,0.0190639,0.0198229,1038.6215277777778,120274.88285626832,10,0
2016-11-25,39,1,0.0,0.773,0.2269999999999999,0.0,0.25,2016-11-24,0.0198365,0.0198686,0.0190281,0.0195014,294.25,118040.89786169252,10,0
2016-11-28,40,1,0.0,0.855,0.145,3.0,3.0,2016-11-27,0.0184124,0.01962,0.0184066,0.0190609,432.0,115182.92532458216,10,0
2016-11-29,41,1,0.0,0.72175,0.27825,0.75,0.75,2016-11-28,0.0190648,0.0218933,0.0182447,0.0216466,501.03125,118140.99460882832,10,0
2016-11-30,42,1,0.0,0.747,0.253,1.0,0.0,2016-11-29,0.0215613,0.0215785,0.018727,0.0188667,723.7560975609756,118916.73061274744,10,0
2016-12-02,43,1,0.0,0.546,0.4539999999999999,0.0,0.0,2016-12-01,0.0192946,0.0195206,0.0177707,0.0177889,1106.451388888889,116718.94969030283,10,0
2016-12-03,44,0,0.0,1.0,0.0,4.0,6.0,2016-12-02,0.0178253,0.0195929,0.0178253,0.0186618,531.8710801393728,114830.91632553349,10,0
2016-12-06,45,1,0.059,0.711,0.229,1.0,2.0,2016-12-05,0.019486,0.0196942,0.0190717,0.0196896,602.7777777777778,119255.25506423227,10,0
2016-12-08,46,1,0.0,0.766,0.234,1.0,2.0,2016-12-07,0.0183891,0.0191801,0.0175595,0.018308,690.9618055555555,111758.09683954871,10,0
2016-12-11,47,1,0.0,0.832875,0.167125,1.0,1.875,2016-12-10,0.0175884,0.0187489,0.0171539,0.0175269,642.1006944444445,110049.6461907614,10,0
2016-12-13,48,1,0.0,0.662,0.3379999999999999,3.5,4.0,2016-12-12,0.0173445,0.0194453,0.0172928,0.0192127,184.875,110429.49362576992,10,0
2016-12-15,49,1,0.0,0.546,0.4539999999999999,0.0,0.5,2016-12-14,0.0190386,0.0215531,0.0183952,0.0211284,666.21875,118161.5120878786,10,0
2016-12-16,50,0,0.089,0.805,0.106,2.0,2.0,2016-12-15,0.0211328,0.0225778,0.01976,0.0200917,3227.7916666666665,126906.98281610927,10,0
2016-12-17,51,1,0.0,0.546,0.4539999999999999,0.5,0.5,2016-12-16,0.020092,0.0201707,0.018634,0.0188792,532.6933797909408,120005.4517522958,10,0
2016-12-20,52,1,0.0,0.6973333333333334,0.3026666666666666,0.0,0.3333333333333333,2016-12-19,0.0190298,0.0191591,0.0184949,0.0188631,498.9581881533101,118338.24887094862,10,0
2016-12-22,53,1,0.0,0.7124999999999999,0.2875,5.5,5.5,2016-12-21,0.0187141,0.0189741,0.0182039,0.0187907,412.5104166666667,117191.45142216848,10,0
2016-12-23,54,1,0.0,0.576,0.424,0.0,3.0,2016-12-22,0.0188259,0.0193037,0.0173719,0.0179558,1020.6597222222222,117011.66610404356,10,0
2016-12-24,55,1,0.0,0.68,0.32,1.6666666666666667,5.0,2016-12-23,0.0179594,0.0183487,0.0166892,0.0168402,1300.6480836236933,108418.30924813548,10,0
2016-12-25,56,1,0.0,0.738,0.262,1.5,4.75,2016-12-24,0.0168587,0.0171905,0.0161416,0.0170042,459.1875,106879.06945753164,10,0
2016-12-27,57,1,0.0,0.7224999999999999,0.2774999999999999,0.5,1.0,2016-12-26,0.0149647,0.0174392,0.0149647,0.0158884,861.7665505226481,101571.6260440503,10,0
2016-12-29,58,1,0.0,0.7941666666666666,0.2058333333333333,1.0,2.333333333333333,2016-12-28,0.0144532,0.0147593,0.0140823,0.0146226,633.7673611111111,91877.3345886665,10,0
2016-12-30,59,1,0.0,0.546,0.4539999999999999,0.0,0.0,2016-12-29,0.014623,0.0150639,0.0142573,0.0145836,180.6145833333333,92025.22714803329,10,0
2016-12-31,60,1,0.0,0.8031666666666667,0.1968333333333333,1.6666666666666667,1.8333333333333333,2016-12-30,0.0145754,0.018409,0.0144243,0.0179525,802.5853658536586,104462.14090721606,10,0
2017-01-02,61,1,0.0,0.7224999999999999,0.2774999999999999,0.0,0.0,2017-01-01,0.0160569,0.0179911,0.0155988,0.0179735,589.3958333333334,104626.04023496406,10,0
2017-01-03,62,0,0.0,1.0,0.0,0.0,0.0,2017-01-02,0.0179645,0.0180345,0.017485,0.0177121,554.3554006968641,112625.64845963866,10,0
2017-01-04,63,1,0.0,0.7163333333333334,0.2836666666666667,0.3333333333333333,0.3333333333333333,2017-01-03,0.0177203,0.0190022,0.0172721,0.0175803,650.6041666666666,113480.78591223164,10,0
2017-01-06,64,1,0.0,0.7855,0.2145,1.5,1.0,2017-01-05,0.0154486,0.0193116,0.0134566,0.0146657,798.6354166666666,102109.04758757354,10,0
2017-01-07,65,0,0.0,1.0,0.0,0.0,0.0,2017-01-06,0.0145902,0.0165079,0.0131826,0.0153884,914.1358885017422,94253.73438416382,10,0
2017-01-08,66,0,0.0,0.939,0.061,0.0,0.5,2017-01-07,0.0154204,0.0157997,0.0128042,0.0133843,1935.9722222222224,89959.90747517155,10,0
2017-01-09,67,1,0.0,0.8770000000000001,0.123,4.0,1.6666666666666667,2017-01-08,0.0133504,0.0190045,0.0126629,0.0147747,1191.107638888889,91428.4840825914,10,0
2017-01-14,68,0,0.0,0.93625,0.06375,3.25,1.0,2017-01-13,0.0170698,0.0278506,0.0165187,0.023021,4631.355400696864,123753.28586289348,10,0
2017-01-16,69,1,0.0,0.82625,0.17375,2.25,4.25,2017-01-15,0.0203801,0.0216123,0.0190218,0.0213212,2815.899305555556,129859.76965511474,10,0
2017-01-17,70,1,0.0,0.887,0.113,1.75,1.75,2017-01-16,0.0216316,0.0228514,0.0198908,0.0201477,5701.508710801394,135074.0327371956,10,0
2017-01-18,71,0,0.0,1.0,0.0,0.0,0.0,2017-01-17,0.0201655,0.0240514,0.0179303,0.0240514,3328.090277777778,130114.85484074555,10,0
2017-01-19,72,0,0.0,1.0,0.0,5.0,3.0,2017-01-18,0.0241125,0.0247001,0.0197462,0.0214023,7798.25,141137.7141073274,10,0
2017-01-20,73,1,0.0147999999999999,0.7667999999999999,0.2184,3.6,4.0,2017-01-19,0.0214884,0.0221186,0.0206788,0.0214671,970.5729166666666,138873.62126372237,10,0
2017-01-24,74,1,0.0,0.7005,0.2995,2.0,1.5,2017-01-23,0.0198475,0.020222,0.0180401,0.0185646,2243.9163763066204,121938.77045304648,10,0
2017-02-03,75,-1,0.105,0.895,0.0,0.6666666666666666,0.0,2017-02-02,0.0245715,0.0283432,0.0244334,0.026811,1720.7777777777778,166738.6929209892,10,0
2017-02-08,76,1,0.0,0.62,0.38,6.0,3.0,2017-02-07,0.0294443,0.0329196,0.0285399,0.0319071,3762.4201388888887,208401.3252558956,10,0
2017-02-09,77,0,0.0,0.9593333333333334,0.0406666666666666,0.0,0.0,2017-02-08,0.0319098,0.0320477,0.0297516,0.029758,628.7326388888889,203325.1240488444,10,0
2017-02-10,78,0,0.0,0.939625,0.060375,2.375,2.875,2017-02-09,0.0297602,0.0313847,0.0256116,0.0272672,1730.7291666666667,186491.32413481976,10,0
2017-02-11,79,0,0.0,1.0,0.0,6.0,4.0,2017-02-10,0.027307,0.0357227,0.0263658,0.034261,4972.003484320558,197879.972400874,10,0
2017-02-12,80,0,0.0,0.9458,0.0542,0.8,2.2,2017-02-11,0.034497,0.035927,0.0291463,0.0323853,9646.086805555557,217190.56069348147,10,0
2017-02-13,81,1,0.0,0.715,0.285,2.6666666666666665,5.0,2017-02-12,0.032394,0.032394,0.0300947,0.0301611,1844.649305555556,202774.4530487034,10,0
2017-02-15,82,1,0.0,0.754,0.246,1.0,0.0,2017-02-14,0.0287923,0.02984,0.0287923,0.0293131,845.8846153846154,193593.42176036604,10,0
2017-02-16,83,1,0.051,0.725,0.224,0.0,0.0,2017-02-15,0.0293123,0.0294462,0.0270076,0.0275182,890.6076388888889,190595.49433380825,10,0
2017-02-17,84,-1,0.507,0.493,0.0,1.0,0.0,2017-02-16,0.0275199,0.0326754,0.0266345,0.0300842,2350.7951388888887,188030.4340924648,10,0
2017-02-23,85,1,0.0,0.778,0.222,0.0,0.0,2017-02-22,0.0269315,0.0271715,0.0249966,0.0256339,1944.7152777777776,173053.70734588482,10,0
2017-02-24,86,0,0.0,1.0,0.0,0.0,0.0,2017-02-23,0.0256279,0.0265226,0.0251129,0.0261155,1221.7491289198606,171927.0659453968,10,0
2017-02-26,87,1,0.0,0.778,0.222,0.0,0.0,2017-02-25,0.0270339,0.0283472,0.0265926,0.0283472,1200.78125,180688.64898537725,10,0
2017-03-11,88,1,0.0,0.773,0.227,3.0,3.0,2017-03-10,0.0294676,0.0330462,0.0268205,0.0276755,2003.9791666666667,204403.9603943016,10,0
2017-03-12,89,1,0.0,0.722,0.278,0.0,0.0,2017-03-11,0.02791,0.0297027,0.0271618,0.0285094,1443.2534722222222,187955.9939942216,10,0
2017-03-13,90,1,0.0,0.778,0.222,0.0,0.0,2017-03-12,0.0285341,0.0302061,0.0284782,0.0299701,1077.0381944444443,195092.1300232359,10,0
2017-03-17,91,1,0.0,0.66,0.34,4.0,3.0,2017-03-16,0.0337308,0.0361499,0.0315115,0.0329027,6286.191637630662,227611.47205569185,10,0
2017-03-19,92,0,0.0,0.939,0.061,0.0,0.0,2017-03-18,0.0321309,0.0325457,0.0262652,0.0268607,4289.118055555556,200109.2112521444,10,0
2017-03-20,93,0,0.0,0.9503333333333334,0.0496666666666666,1.6666666666666667,2.6666666666666665,2017-03-19,0.0268747,0.0314539,0.0268153,0.0306756,2697.024305555556,195557.3855609908,10,0
2017-03-25,94,1,0.0,0.7916666666666666,0.2083333333333333,1.0,0.6666666666666666,2017-03-24,0.0298062,0.0485862,0.0285277,0.0458636,31216.819444444445,248536.5236481869,10,0
2017-03-26,95,1,0.0,0.778,0.222,0.0,0.0,2017-03-25,0.0428232,0.0526578,0.0310058,0.0379174,113535.55555555556,273752.68694188935,10,0
2017-03-28,96,1,0.0,0.765,0.235,2.0,1.0,2017-03-27,0.0380601,0.0521501,0.0379314,0.0521501,10743.975609756097,280042.15930270834,10,0
2017-03-29,97,0,0.0,0.878,0.122,0.0,0.0,2017-03-28,0.0538389,0.0783951,0.0459129,0.0497351,104312.70486111112,362825.2237563325,10,0
2017-04-12,98,1,0.0,0.816,0.184,4.0,3.0,2017-04-11,0.0620812,0.0741,0.0597587,0.073232,9413.315972222224,430193.8054350336,10,0
2017-04-14,99,0,0.0,0.8724000000000001,0.1276,2.2,1.4,2017-04-13,0.065619,0.0885956,0.0654924,0.0781325,54377.0,531810.2076841863,10,0
2017-04-16,100,0,0.0,1.0,0.0,0.25,0.25,2017-04-15,0.0802809,0.0817741,0.0748331,0.0771751,19507.336805555555,537486.412799451,10,0
2017-04-17,101,1,0.0,0.843,0.157,0.0,0.0,2017-04-16,0.0771699,0.113566,0.0761076,0.0975154,24731.010416666668,599397.8139487279,10,0
2017-04-19,102,0,0.0576666666666666,0.7806666666666667,0.162,4.666666666666667,5.333333333333333,2017-04-18,0.0954003,0.103644,0.090192,0.0993896,36695.36805555556,670388.5689119151,10,0
2017-04-20,103,1,0.0,0.9066666666666666,0.0933333333333333,2.0,2.333333333333333,2017-04-19,0.0993883,0.0994292,0.02617,0.0373134,121536.39930555556,259468.5617441557,10,0
2017-04-21,104,0,0.0,0.9592,0.0407999999999999,1.2,0.6,2017-04-20,0.0354784,0.0385029,0.0281209,0.0319678,49179.50522648083,234161.6396256341,10,0
2017-04-22,105,1,0.0,0.8378333333333333,0.1621666666666666,2.333333333333333,4.0,2017-04-21,0.0319696,0.0362377,0.0307019,0.0355261,21202.305555555555,233930.52154754,10,0
2017-04-23,106,1,0.0,0.89375,0.10625,3.0,4.0,2017-04-22,0.0355514,0.0417897,0.0352918,0.0388619,7116.256944444444,259056.6536257042,10,0
2017-04-25,107,1,0.0,0.799,0.2009999999999999,2.4,2.0,2017-04-24,0.0345466,0.0395288,0.0320673,0.0393096,5450.261324041812,233620.2754260249,10,0
2017-04-26,108,1,0.022,0.8205,0.1575,0.75,0.0,2017-04-25,0.0395713,0.0529376,0.0365891,0.0506731,22757.947916666668,297673.80167679494,10,0
2017-04-27,109,0,0.0,1.0,0.0,4.0,4.0,2017-04-26,0.0516677,0.0555326,0.0457977,0.0539318,29670.17708333333,345948.56678581773,10,0
2017-04-28,110,1,0.0,0.903,0.097,2.0,1.0,2017-04-27,0.0538002,0.0628664,0.0513101,0.0626148,20481.571428571428,385332.026310364,10,0
2017-04-29,111,1,0.0,0.7585,0.2415,1.0,2.0,2017-04-28,0.0626901,0.219726,0.058431,0.068538,149856.58680555556,508785.3017093393,10,0
2017-04-30,112,0,0.0705,0.8863333333333333,0.0431666666666666,0.5,0.0,2017-04-29,0.0685189,0.147401,0.0644917,0.0862681,307883.8298611111,538804.2476769846,10,0
2017-05-01,113,1,0.0236666666666666,0.8584999999999999,0.1178333333333333,1.0,1.0,2017-04-30,0.0863767,0.11204,0.0710379,0.0730182,260187.76306620208,605678.7576062615,10,0
2017-05-02,114,1,0.0,0.762,0.238,2.0,6.0,2017-05-01,0.0730309,0.0776239,0.0573081,0.0704258,92868.69791666669,462599.2928821047,10,0
2017-05-03,115,1,0.0,0.9173333333333332,0.0826666666666666,2.333333333333333,1.3333333333333333,2017-05-02,0.0698553,0.0698553,0.055518,0.0643915,49954.25,422119.4028840359,10,0
2017-05-04,116,0,0.0,0.9185,0.0815,3.5,3.0,2017-05-03,0.0644129,0.0657783,0.0561186,0.0617137,15749.604166666666,421163.1256710162,10,0
2017-05-09,117,0,0.0,1.0,0.0,0.0,0.0,2017-05-08,0.0448002,0.0498127,0.0440817,0.0498127,5503.892361111111,314200.2063365541,10,0
2017-05-11,118,0,0.0,0.9593333333333334,0.0406666666666666,2.333333333333333,1.3333333333333333,2017-05-10,0.0473869,0.0509382,0.0463278,0.0505199,2240.083333333333,336266.37058739405,10,0
2017-05-15,119,1,0.0,0.83,0.17,5.0,6.0,2017-05-14,0.0476426,0.0493687,0.0468263,0.0493687,830.0209059233449,335448.51937321265,10,0
2017-05-18,120,0,0.0,1.0,0.0,3.0,4.0,2017-05-17,0.0490084,0.0518496,0.0461532,0.0515411,1953.3402777777776,342706.6533092917,10,0
2017-05-19,121,1,0.0,0.8206666666666665,0.1793333333333333,3.333333333333333,9.333333333333334,2017-05-18,0.0514636,0.052969,0.0489397,0.0518302,2270.968641114983,360910.17016101006,10,0
2017-05-22,122,1,0.0,0.7853333333333333,0.2146666666666666,2.0,2.333333333333333,2017-05-21,0.0807848,0.0863983,0.0730704,0.0817239,8182.707317073171,571579.1820569327,10,0
2017-05-23,123,1,0.0785,0.781,0.14,6.5,6.5,2017-05-22,0.0815702,0.0864192,0.0715865,0.0787042,6089.451388888889,562039.4665733222,10,0
2017-05-25,124,1,0.0,0.635,0.365,5.0,5.0,2017-05-24,0.0808584,0.091223,0.0808584,0.087777,6008.25,619994.5171450191,10,0
2017-05-27,125,1,0.0,0.8,0.2,3.0,2.0,2017-05-26,0.0880711,0.097445,0.0787589,0.0864033,8075.954861111111,636889.2949701438,10,0
2017-05-29,126,1,0.0,0.8554999999999999,0.1445,6.5,10.5,2017-05-28,0.0745811,0.0858482,0.0745811,0.0794508,3581.243902439024,564575.9404346248,10,0
2017-05-30,127,1,0.0,0.859,0.141,4.0,8.5,2017-05-29,0.0793618,0.0823718,0.0751444,0.0804543,3448.486111111112,558683.2485954285,10,0
2017-05-31,128,1,0.0,0.81125,0.18875,3.25,2.5,2017-05-30,0.080933,0.0829636,0.0669461,0.0675132,2266.208333333333,550760.3712135055,10,0
2017-06-01,129,1,0.0,0.882,0.118,0.0,0.0,2017-05-31,0.067843,0.072959,0.0663618,0.0719317,3474.21875,512285.8475279877,10,0
2017-06-02,130,0,0.0,1.0,0.0,4.0,4.0,2017-06-01,0.0719247,0.0841604,0.0701631,0.0814626,1535.5261324041812,539883.396091036,10,0
2017-06-03,131,1,0.0,0.526,0.474,2.0,2.0,2017-06-02,0.0818063,0.0847607,0.0768204,0.0810709,3714.993055555556,576298.8333759189,10,0
2017-06-04,132,1,0.0,0.869,0.131,5.0,7.0,2017-06-03,0.0812312,0.103601,0.0781289,0.101551,5946.020833333333,621646.3159730039,10,0
2017-06-05,133,1,0.0,0.8264285714285714,0.1735714285714285,2.857142857142857,2.4285714285714284,2017-06-04,0.106547,0.12927,0.100003,0.115735,22210.44947735192,785573.0936474159,10,0
2017-06-06,134,1,0.0,0.7130000000000001,0.287,4.666666666666667,4.666666666666667,2017-06-05,0.115785,0.168759,0.115114,0.159753,29615.496527777777,969455.9117400654,10,0
2017-06-07,135,1,0.0,0.8996666666666666,0.1003333333333333,5.0,5.0,2017-06-06,0.159967,0.183195,0.144585,0.17327,36584.770833333336,1166291.5158841766,10,0
2017-06-08,136,0,0.0682857142857142,0.7768571428571428,0.1551428571428571,1.7142857142857142,1.4285714285714286,2017-06-07,0.173184,0.173228,0.134497,0.135135,16105.010714285714,1060154.2921714557,10,0
2017-06-09,137,1,0.0265555555555555,0.8335555555555555,0.1398888888888889,3.2222222222222223,3.6666666666666665,2017-06-08,0.133892,0.144407,0.131005,0.135105,17016.362369337978,971803.7623174452,10,0
2017-06-10,138,1,0.0,0.8220000000000001,0.178,1.5,3.0,2017-06-09,0.135153,0.152373,0.134359,0.143788,5709.395833333333,1007526.55097173,10,0
2017-06-11,139,1,0.0,0.8536666666666667,0.1463333333333333,2.333333333333333,2.6666666666666665,2017-06-10,0.143812,0.152145,0.138717,0.14967,9710.565972222224,1030367.3447621376,10,0
2017-06-12,140,1,0.0,0.72725,0.27275,2.5,1.75,2017-06-11,0.150225,0.15025,0.130491,0.145889,5314.414634146341,997364.6103303218,10,0
2017-06-13,141,1,0.0,0.847,0.153,4.5,3.5,2017-06-12,0.145852,0.145852,0.114186,0.1268,6780.104166666667,925248.3461559662,10,0
2017-06-14,142,1,0.0205,0.672,0.3075,3.0,2.25,2017-06-13,0.126384,0.127281,0.113607,0.119361,8916.609756097561,859381.9554111552,10,0
2017-06-15,143,1,0.0266,0.808,0.1654,2.6,2.8,2017-06-14,0.119354,0.161896,0.117935,0.147055,17984.399305555555,945559.9661903012,10,0
2017-06-16,144,0,0.0,0.8963333333333333,0.1036666666666666,1.6666666666666667,2.333333333333333,2017-06-15,0.149555,0.160458,0.123734,0.14139,37783.57491289199,977102.5077993298,10,0
2017-06-17,145,0,0.0,0.92,0.08,0.5,1.5,2017-06-16,0.142003,0.145881,0.12855,0.14158,19390.194444444445,991941.4485966136,10,0
2017-06-18,146,1,0.0,0.5365,0.4635,7.0,11.0,2017-06-17,0.14158,0.142878,0.131926,0.139259,4781.592334494773,991707.3946099743,10,0
2017-06-19,147,1,0.0,0.892,0.108,3.888888888888889,4.111111111111111,2017-06-18,0.13926,0.139511,0.109279,0.125947,7245.473867595819,925173.1068227348,10,0
2017-06-20,148,0,0.0,0.935,0.065,0.0,0.0,2017-06-19,0.125947,0.142656,0.123532,0.138731,16540.625,928221.9264519964,10,0
2017-06-21,149,1,0.0,0.8488333333333333,0.1511666666666666,2.333333333333333,1.6666666666666667,2017-06-20,0.138731,0.149721,0.12798,0.149686,9702.670138888889,945016.782196074,10,0
2017-06-22,150,1,0.0,0.647,0.353,1.0,0.0,2017-06-21,0.149686,0.172351,0.146943,0.172275,18906.274305555555,1133245.5907848729,10,0
2017-06-23,151,1,0.0,0.8438888888888889,0.1561111111111111,1.6666666666666667,1.4444444444444444,2017-06-22,0.172349,0.172501,0.145442,0.148522,18269.752613240416,1143858.095640082,10,0
2017-06-24,152,1,0.0,0.849,0.151,2.0,0.5,2017-06-23,0.148522,0.197574,0.147746,0.183135,18362.350694444445,1198300.3554572433,10,0
2017-06-25,153,1,0.0271428571428571,0.7932857142857143,0.1795714285714285,5.0,4.285714285714286,2017-06-24,0.183288,0.242737,0.180148,0.212741,48135.26041666666,1440438.9212856372,10,0
2017-06-26,154,1,0.0,0.7373333333333333,0.2626666666666666,2.6666666666666665,2.333333333333333,2017-06-25,0.212966,0.224801,0.175771,0.176615,40551.37630662021,1462939.3064530117,10,0
2017-06-27,155,1,0.0,0.8406666666666668,0.1593333333333333,3.333333333333333,2.333333333333333,2017-06-26,0.176236,0.189731,0.158404,0.170136,20698.326693227093,1223647.991442363,10,0
2017-06-28,156,1,0.085,0.707,0.208,0.0,0.0,2017-06-27,0.183744,0.200669,0.165568,0.189023,19129.234375,1274698.6835471443,10,0
2017-06-29,157,1,0.005,0.7807272727272726,0.2142727272727272,2.727272727272727,1.0,2017-06-28,0.190369,0.191595,0.149233,0.174289,105493.77927927928,1257328.237343529,10,0
2017-07-01,158,1,0.01425,0.7302500000000001,0.2555,3.375,2.5,2017-06-30,0.167238,0.180891,0.163843,0.166615,13265.1875,1220533.9144749318,10,0
2017-07-02,159,1,0.0,0.7496666666666667,0.2503333333333333,1.3333333333333333,1.0,2017-07-01,0.166856,0.178369,0.150914,0.152197,16417.520833333332,1179143.1192982653,10,0
2017-07-03,160,1,0.0,0.7602,0.2398,1.8,2.0,2017-07-02,0.151805,0.162488,0.148649,0.158953,13203.420138888889,1106504.4401865343,10,0
