Date,Open,High,Low,Close,Volume,Market Cap,Time Open,Time High,Time Low,Time Close
2023-07-02,1.1999874e-11,1.3204793e-11,6.101959e-12,6.240848e-12,86.59,0,2023-07-02T00:00:00.000Z,2023-07-02T06:59:00.000Z,2023-07-02T01:22:00.000Z,2023-07-02T23:59:59.999Z
2023-07-01,1.3102794e-11,1.3104621e-11,6.099849e-12,6.103084e-12,27327.78,0,2023-07-01T00:00:00.000Z,2023-07-01T00:57:00.000Z,2023-07-01T14:57:00.000Z,2023-07-01T23:59:59.999Z
2023-06-30,7.499487e-12,1.3106686e-11,6.264357e-12,1.3102672e-11,8124.62,0,2023-06-30T00:00:00.000Z,2023-06-30T20:01:00.000Z,2023-06-30T00:09:00.000Z,2023-06-30T23:59:59.999Z
2023-06-29,7.399038e-12,7.503539e-12,4.19798e-12,7.499792e-12,52.21,0,2023-06-29T00:00:00.000Z,2023-06-29T17:28:00.000Z,2023-06-29T13:25:00.000Z,2023-06-29T23:59:59.999Z
2023-06-28,6.266995e-12,8.603641e-12,6.255905e-12,7.398725e-12,7.97,0,2023-06-28T00:00:00.000Z,2023-06-28T08:15:00.000Z,2023-06-28T04:00:00.000Z,2023-06-28T23:59:59.999Z
2023-06-27,6.098348e-12,6.350469e-12,6.094456e-12,6.266378e-12,163.14,0,2023-06-27T00:00:00.000Z,2023-06-27T21:25:00.000Z,2023-06-27T00:39:00.000Z,2023-06-27T23:59:59.999Z
2023-06-26,5.43236e-12,8.608445e-12,5.43236e-12,6.097437e-12,8176.41,0,2023-06-26T00:00:00.000Z,2023-06-26T00:07:00.000Z,2023-06-26T00:00:00.000Z,2023-06-26T23:59:59.999Z
2023-06-25,5.461219e-12,5.469288e-12,5.386484e-12,5.432524e-12,27809.06,0,2023-06-25T00:00:00.000Z,2023-06-25T07:07:00.000Z,2023-06-25T08:37:00.000Z,2023-06-25T23:59:59.999Z
2023-06-24,5.624085e-12,5.758143e-12,5.43615e-12,5.461234e-12,14617.77,0,2023-06-24T00:00:00.000Z,2023-06-24T11:04:00.000Z,2023-06-24T12:29:00.000Z,2023-06-24T23:59:59.999Z
2023-06-23,5.537066e-12,5.638561e-12,5.535619e-12,5.624569e-12,24418.61,0,2023-06-23T00:00:00.000Z,2023-06-23T20:36:00.000Z,2023-06-23T02:43:00.000Z,2023-06-23T23:59:59.999Z
2023-06-22,1.3900113e-11,1.6226762e-11,5.369791e-12,5.537258e-12,31909.31,0,2023-06-22T00:00:00.000Z,2023-06-22T03:56:00.000Z,2023-06-22T06:23:00.000Z,2023-06-22T23:59:59.999Z
2023-06-21,2.2486604e-11,2.2486604e-11,1.3798503e-11,1.390122e-11,25686.49,0,2023-06-21T00:00:00.000Z,2023-06-21T00:00:00.000Z,2023-06-21T23:30:00.000Z,2023-06-21T23:59:59.999Z
2023-06-20,1.7580692e-11,2.2495236e-11,1.1992616e-11,2.2486752e-11,22204.1,0,2023-06-20T00:00:00.000Z,2023-06-20T23:38:00.000Z,2023-06-20T12:48:00.000Z,2023-06-20T23:59:59.999Z
2023-06-19,1.7102869e-11,3.9995541e-11,1.4661911e-11,1.7582573e-11,27050.6,0,2023-06-19T00:00:00.000Z,2023-06-19T12:19:00.000Z,2023-06-19T15:02:00.000Z,2023-06-19T23:59:59.999Z
2023-06-18,1.7225581e-11,1.7430511e-11,1.7062302e-11,1.7102868e-11,22816.32,0,2023-06-18T00:00:00.000Z,2023-06-18T02:52:00.000Z,2023-06-18T13:11:00.000Z,2023-06-18T23:59:59.999Z
2023-06-17,1.7254461e-11,3.5085774e-11,1.7215658e-11,1.722668e-11,25415.4,0,2023-06-17T00:00:00.000Z,2023-06-17T16:07:00.000Z,2023-06-17T16:28:00.000Z,2023-06-17T23:59:59.999Z
2023-06-16,1.7852312e-11,2.6882656e-11,1.7241022e-11,1.725497e-11,28823.89,0,2023-06-16T00:00:00.000Z,2023-06-16T01:07:00.000Z,2023-06-16T16:10:00.000Z,2023-06-16T23:59:59.999Z
2023-06-15,1.7774256e-11,1.8733807e-11,1.7481141e-11,1.7852364e-11,6953.61,0,2023-06-15T00:00:00.000Z,2023-06-15T21:19:00.000Z,2023-06-15T09:05:00.000Z,2023-06-15T23:59:59.999Z
2023-06-14,1.7663423e-11,1.8006147e-11,1.7518435e-11,1.7776413e-11,7546.8,0,2023-06-14T00:00:00.000Z,2023-06-14T04:01:00.000Z,2023-06-14T11:36:00.000Z,2023-06-14T23:59:59.999Z
2023-06-13,1.7259679e-11,1.8500522e-11,1.7214002e-11,1.7664229e-11,6075.25,0,2023-06-13T00:00:00.000Z,2023-06-13T12:43:00.000Z,2023-06-13T02:36:00.000Z,2023-06-13T23:59:59.999Z
2023-06-12,1.7487613e-11,1.7499119e-11,1.7180531e-11,1.7260742e-11,8614.14,0,2023-06-12T00:00:00.000Z,2023-06-12T02:30:00.000Z,2023-06-12T11:04:00.000Z,2023-06-12T23:59:59.999Z
2023-06-11,1.728784e-11,2.971669e-11,1.6813197e-11,1.7492753e-11,11657.67,0,2023-06-11T00:00:00.000Z,2023-06-11T12:01:00.000Z,2023-06-11T06:22:00.000Z,2023-06-11T23:59:59.999Z
2023-06-10,1.7177898e-11,1.9287001e-11,1.6594719e-11,1.7287304e-11,13691.55,0,2023-06-10T00:00:00.000Z,2023-06-10T09:21:00.000Z,2023-06-10T03:21:00.000Z,2023-06-10T23:59:59.999Z
2023-06-09,1.833895e-11,3.5016195e-11,1.6733246e-11,1.7179579e-11,12490.41,0,2023-06-09T00:00:00.000Z,2023-06-09T00:08:00.000Z,2023-06-09T03:16:00.000Z,2023-06-09T23:59:59.999Z
2023-06-08,1.7040783e-11,1.8338699e-11,1.7023547e-11,1.8338689e-11,16310.46,0,2023-06-08T00:00:00.000Z,2023-06-08T23:58:00.000Z,2023-06-08T01:07:00.000Z,2023-06-08T23:59:59.999Z
2023-06-07,6.6745272e-11,6.7071613e-11,1.7023157e-11,1.7038897e-11,161550.85,0,2023-06-07T00:00:00.000Z,2023-06-07T04:15:00.000Z,2023-06-07T20:28:00.000Z,2023-06-07T23:59:59.999Z
2023-06-06,6.6633064e-11,6.6852182e-11,6.6406693e-11,6.6743851e-11,12560.64,0,2023-06-06T00:00:00.000Z,2023-06-06T22:21:00.000Z,2023-06-06T04:38:00.000Z,2023-06-06T23:59:59.999Z
2023-06-05,7.2722093e-11,7.2722093e-11,6.6622151e-11,6.6639803e-11,15764.26,0,2023-06-05T00:00:00.000Z,2023-06-05T00:00:00.000Z,2023-06-05T23:57:00.000Z,2023-06-05T23:59:59.999Z
2023-06-04,7.2733996e-11,7.2765593e-11,7.2677966e-11,7.2732532e-11,5.93,0,2023-06-04T00:00:00.000Z,2023-06-04T02:27:00.000Z,2023-06-04T22:17:00.000Z,2023-06-04T23:59:59.999Z
2023-06-03,7.1860619e-11,7.2889497e-11,7.0874647e-11,7.2733982e-11,607.72,0,2023-06-03T00:00:00.000Z,2023-06-03T16:25:00.000Z,2023-06-03T15:54:00.000Z,2023-06-03T23:59:59.999Z
