Date,Price,market_cap,Volume
2021-06-06,0.0024105358086372,0.0,22632.12169890865
2021-06-07,0.0023527321373985,0.0,17714.30875136321
2021-06-08,0.002347882174356,0.0,22710.892539004013
2021-06-09,0.0024370556857054,0.0,58845.95242093611
2021-06-10,0.0023957772550192,0.0,28813.520850561054
2021-06-11,0.0023550157390799,0.0,14427.275454720782
2021-06-12,0.0023344432465486,0.0,13162.986833299065
2021-06-13,0.0022585805586697,0.0,17749.73162810686
2021-06-14,0.0022897496094855,0.0,12225.606209086603
2021-06-15,0.0021679001853163,0.0,90252.6869774292
2021-06-16,0.0022345545514396,0.0,5256.0092387013165
2021-06-17,0.0022158047297835,0.0,4443.002127427145
2021-06-18,0.0022115476853525,0.0,5638.796385676389
2021-06-19,0.0021576923253311,0.0,18793.29284542268
2021-06-20,0.0021696146572775,0.0,8391.383201763765
2021-06-21,0.0022011236151568,0.0,30797.17397352508
2021-06-22,0.0019101411666319,0.0,49113.24893642969
2021-06-23,0.0016741529115067,0.0,42405.81566136247
2021-06-24,0.0016670857494115,0.0,25957.48035728176
2021-06-25,0.0016326644768825,0.0,13523.578579129227
2021-06-26,0.0016004475193503,0.0,13541.800555030277
2021-06-27,0.0015755491551293,0.0,7497.094075847132
2021-06-28,0.0015898636995977,0.0,10230.064744624417
2021-06-29,0.0015883068344101,0.0,27494.41915551099
2021-06-30,0.0015882325754972,0.0,19855.627677121352
2021-07-01,0.0016073119909883,0.0,6807.658049245547
2021-07-02,0.0015381086126326,0.0,10197.344577339763
2021-07-03,0.0015668923365456,0.0,7219.471388786794
2021-07-04,0.001565946650767,0.0,8021.584268185936
2021-07-05,0.0015677903387708,0.0,9903.382594725346
2021-07-06,0.0015368379574866,0.0,4385.5500736327485
2021-07-07,0.0015030074087053,0.0,18279.44833058209
2021-07-08,0.0015337426686101,0.0,5482.508926697664
2021-07-09,0.001482940667427,0.0,9389.988962902997
2021-07-10,0.001539627772711,0.0,15233.3053406429
2021-07-11,0.0014946889932746,0.0,8443.165158659913
2021-07-12,0.0015131722949069,0.0,6586.037337546016
2021-07-13,0.0014693915245289,0.0,7458.870828681683
2021-07-14,0.0014545471507885,0.0,8459.906368581589
2021-07-15,0.0014872720133968,0.0,7247.354222223318
2021-07-16,0.0014468072967592,0.0,11538.478347033077
2021-07-17,0.001472276281543,0.0,36460.41269009716
2021-07-18,0.0015440857374028,0.0,116968.95874542052
2021-07-19,0.0015346683329533,0.0,81420.49499607996
2021-07-20,0.0015138286164228,0.0,5523.675912133323
